yield,base_dipole,base_homo_energy,ligand_dipole_MING,ligand_dipole_MAXG,ligand_dipole_STDEV,ligand_homo_energy_MING,ligand_homo_energy_MAXG,ligand_homo_energy_STDEV,ligand_lumo_energy_MING,ligand_lumo_energy_STDEV,ligand_atom1_NMR_shift_MING,ligand_atom1_NMR_shift_MAXG,ligand_atom1_NMR_shift_STDEV,ligand_atom1_NMR_anisotropy_MING,ligand_atom1_NMR_anisotropy_MAXG,ligand_atom1_NMR_anisotropy_STDEV,ligand_atom2_NMR_shift_MING,ligand_atom2_NMR_shift_STDEV,ligand_atom2_NMR_anisotropy_MING,ligand_atom3_NMR_shift_MING,ligand_atom3_NMR_shift_STDEV,ligand_atom3_NMR_anisotropy_MING,ligand_atom4_NMR_shift_MING,ligand_atom4_NMR_anisotropy_MING,ligand_atom4_NMR_anisotropy_STDEV,ligand_atom1_%VBur_MING,ligand_atom2_%VBur_MING,ligand_atom2_%VBur_STDEV,ligand_atom3_%VBur_MING,ligand_atom3_%VBur_STDEV,ligand_atom4_%VBur_MING,ligand_atom4_%VBur_STDEV,ligand_c_min_%VBur_MING,ligand_c_min_%VBur_STDEV,ligand_c_min+1_%VBur_MING,ligand_c_min+1_%VBur_MAXG,ligand_c_min+1_%VBur_STDEV,ligand_c_max_%VBur_MING,ligand_c_max-1_%VBur_MING,ligand_c_max-1_%VBur_STDEV,solvent_homo_energy
0.0,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.26,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.66,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.74,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.89,7.7731,-0.2019,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
4.74,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
4.23,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
4.08,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
1.96,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
1.85,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
1.68,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
6.26,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
7.34,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
7.43,10.1478,-0.16646,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,11.0112,-0.17387,3.8245,2.6753,0.4345836520384166,-0.19126,-0.1839,0.0040939076687194,-0.01526,0.0031844190619176,348.0845,338.7551,16.217524241433285,52.0536,47.8768,19.23902485195502,60.148,2.262744571974486,148.3333,150.3153,3.861431906936177,24.9874,156.7629,14.51,3.88289496852787,0.8408430885302834,0.8432382264004071,0.0154152017497205,0.8204544774108559,0.020549549864377,0.8381784976497709,0.0165083546647066,0.68590760755666,0.0096491573647638,0.7181521511331995,0.6548905721385586,0.041846017276907,0.8408430885302834,0.7638394060058081,0.0133268038159292,-0.2338
0.0,7.1686,-0.19743,1.1538,1.1539,8.16496580927e-05,-0.20814,-0.20815,9.574271077572956e-06,-0.0136,5.000000000000664e-06,318.9138,318.9524,0.0187941480253841,62.2462,62.18,0.0288015624576177,55.7799,0.0025748786379169,180.3811,151.1408,0.2625538214665098,17.6349,151.5965,19.4034,1.0220875859403311,0.8029699709589534,0.7883895691745755,7.33358205676e-05,0.8376395916289932,0.001202890037721,0.8396754588185982,0.0011498052099166,0.597347384808838,0.0001206888678228,0.5584862728660818,0.5584563336427053,3.86513711785e-05,0.8029699709589534,0.4296877339001826,2.86646240458e-05,-0.2338
0.0,7.1686,-0.19743,1.1538,1.1539,8.16496580927e-05,-0.20814,-0.20815,9.574271077572956e-06,-0.0136,5.000000000000664e-06,318.9138,318.9524,0.0187941480253841,62.2462,62.18,0.0288015624576177,55.7799,0.0025748786379169,180.3811,151.1408,0.2625538214665098,17.6349,151.5965,19.4034,1.0220875859403311,0.8029699709589534,0.7883895691745755,7.33358205676e-05,0.8376395916289932,0.001202890037721,0.8396754588185982,0.0011498052099166,0.597347384808838,0.0001206888678228,0.5584862728660818,0.5584563336427053,3.86513711785e-05,0.8029699709589534,0.4296877339001826,2.86646240458e-05,-0.2338
7.71,7.1686,-0.19743,1.1538,1.1539,8.16496580927e-05,-0.20814,-0.20815,9.574271077572956e-06,-0.0136,5.000000000000664e-06,318.9138,318.9524,0.0187941480253841,62.2462,62.18,0.0288015624576177,55.7799,0.0025748786379169,180.3811,151.1408,0.2625538214665098,17.6349,151.5965,19.4034,1.0220875859403311,0.8029699709589534,0.7883895691745755,7.33358205676e-05,0.8376395916289932,0.001202890037721,0.8396754588185982,0.0011498052099166,0.597347384808838,0.0001206888678228,0.5584862728660818,0.5584563336427053,3.86513711785e-05,0.8029699709589534,0.4296877339001826,2.86646240458e-05,-0.2338
0.0,7.1686,-0.19743,1.1538,1.1539,8.16496580927e-05,-0.20814,-0.20815,9.574271077572956e-06,-0.0136,5.000000000000664e-06,318.9138,318.9524,0.0187941480253841,62.2462,62.18,0.0288015624576177,55.7799,0.0025748786379169,180.3811,151.1408,0.2625538214665098,17.6349,151.5965,19.4034,1.0220875859403311,0.8029699709589534,0.7883895691745755,7.33358205676e-05,0.8376395916289932,0.001202890037721,0.8396754588185982,0.0011498052099166,0.597347384808838,0.0001206888678228,0.5584862728660818,0.5584563336427053,3.86513711785e-05,0.8029699709589534,0.4296877339001826,2.86646240458e-05,-0.2338
0.12,7.1686,-0.19743,1.1538,1.1539,8.16496580927e-05,-0.20814,-0.20815,9.574271077572956e-06,-0.0136,5.000000000000664e-06,318.9138,318.9524,0.0187941480253841,62.2462,62.18,0.0288015624576177,55.7799,0.0025748786379169,180.3811,151.1408,0.2625538214665098,17.6349,151.5965,19.4034,1.0220875859403311,0.8029699709589534,0.7883895691745755,7.33358205676e-05,0.8376395916289932,0.001202890037721,0.8396754588185982,0.0011498052099166,0.597347384808838,0.0001206888678228,0.5584862728660818,0.5584563336427053,3.86513711785e-05,0.8029699709589534,0.4296877339001826,2.86646240458e-05,-0.2338
2.13,7.1686,-0.19743,1.1538,1.1539,8.16496580927e-05,-0.20814,-0.20815,9.574271077572956e-06,-0.0136,5.000000000000664e-06,318.9138,318.9524,0.0187941480253841,62.2462,62.18,0.0288015624576177,55.7799,0.0025748786379169,180.3811,151.1408,0.2625538214665098,17.6349,151.5965,19.4034,1.0220875859403311,0.8029699709589534,0.7883895691745755,7.33358205676e-05,0.8376395916289932,0.001202890037721,0.8396754588185982,0.0011498052099166,0.597347384808838,0.0001206888678228,0.5584862728660818,0.5584563336427053,3.86513711785e-05,0.8029699709589534,0.4296877339001826,2.86646240458e-05,-0.2338
