plate_id,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,sno,runint,overpotential_V
4098,0.4,0.1,0.0,0.4,0.0,0.1,69,1,0.49322200000000005
4098,0.6,0.0,0.0,0.3,0.1,0.0,70,1,0.48388000000000003
4098,0.3,0.5,0.0,0.1,0.0,0.1,71,1,0.514104
4098,0.4,0.2,0.0,0.0,0.4,0.0,72,1,0.46006499999999995
4098,0.5,0.1,0.0,0.1,0.3,0.0,73,1,0.45375200000000004
4098,0.1,0.1,0.5,0.0,0.3,0.0,74,1,0.467789
4098,0.0,0.2,0.0,0.6,0.1,0.1,75,1,0.440536
4098,0.1,0.2,0.0,0.0,0.7,0.0,76,1,0.467811
4098,0.5,0.2,0.1,0.2,0.0,0.0,77,1,0.5342319999999999
4098,0.1,0.0,0.6,0.0,0.1,0.2,78,1,0.48951300000000003
4098,0.2,0.1,0.1,0.6,0.0,0.0,79,1,0.453615
4098,0.0,0.7,0.0,0.1,0.1,0.1,80,1,0.5119560000000001
4098,0.0,0.0,0.1,0.2,0.4,0.3,81,1,0.45848999999999995
4098,0.1,0.1,0.0,0.0,0.2,0.6,82,1,0.460134
4098,0.3,0.1,0.0,0.0,0.4,0.2,83,1,0.44973100000000005
4098,0.8,0.0,0.0,0.0,0.2,0.0,84,1,0.477792
4098,0.2,0.4,0.2,0.0,0.0,0.2,85,1,0.510041
4098,0.4,0.2,0.2,0.0,0.2,0.0,86,1,0.48498199999999997
4098,0.0,0.0,0.0,0.2,0.0,0.8,87,1,0.46860100000000005
4098,0.4,0.0,0.2,0.2,0.0,0.2,88,1,0.534403
4098,0.2,0.2,0.2,0.0,0.0,0.4,89,1,0.542379
4098,0.0,0.2,0.2,0.0,0.2,0.4,90,1,0.49422200000000005
4098,0.2,0.0,0.2,0.2,0.0,0.4,91,1,0.541139
4098,0.6,0.2,0.0,0.0,0.0,0.2,92,1,0.5561119999999999
4098,0.6,0.2,0.0,0.2,0.0,0.0,93,1,0.5214840000000001
4098,0.0,0.0,0.2,0.4,0.2,0.2,94,1,0.46698100000000003
4098,0.0,0.0,0.6,0.2,0.2,0.0,95,1,0.47358100000000003
4098,0.0,0.2,0.2,0.0,0.0,0.6,96,1,0.5415760000000001
4098,0.2,0.2,0.0,0.6,0.0,0.0,97,1,0.49805900000000003
4098,0.0,0.2,0.0,0.2,0.0,0.6,98,1,0.571172
4098,0.2,0.6,0.0,0.2,0.0,0.0,99,1,0.500909
4098,0.8,0.0,0.2,0.0,0.0,0.0,100,1,0.493357
4098,0.4,0.0,0.0,0.2,0.2,0.2,101,1,0.42530200000000007
4098,0.2,0.0,0.0,0.0,0.6,0.2,102,1,0.434532
4098,0.4,0.0,0.2,0.2,0.2,0.0,103,1,0.422354
4098,0.0,0.0,0.0,0.8,0.0,0.2,104,1,0.44792
4098,0.0,0.0,0.2,0.8,0.0,0.0,105,1,0.45604799999999995
4098,0.0,0.2,0.2,0.2,0.4,0.0,106,1,0.449438
4098,0.2,0.2,0.4,0.0,0.2,0.0,107,1,0.44766999999999996
4098,0.2,0.0,0.0,0.2,0.4,0.2,108,1,0.40482199999999996
4098,0.4,0.0,0.2,0.0,0.2,0.2,109,1,0.45741400000000004
4098,0.1,0.4,0.0,0.0,0.0,0.5,110,1,0.505004
4098,0.2,0.7,0.1,0.0,0.0,0.0,111,1,0.588403
4098,0.0,0.4,0.0,0.0,0.1,0.5,112,1,0.50326
4098,0.0,0.0,0.4,0.4,0.1,0.1,113,1,0.470739
4098,0.0,0.3,0.0,0.2,0.4,0.1,114,1,0.45491000000000004
4098,0.4,0.0,0.0,0.3,0.1,0.2,115,1,0.438151
4098,0.3,0.0,0.3,0.2,0.2,0.0,116,1,0.431746
4098,0.0,0.0,0.4,0.0,0.5,0.1,117,1,0.46730299999999997
4098,0.6,0.3,0.0,0.0,0.0,0.1,118,1,0.533817
4098,0.4,0.0,0.0,0.6,0.0,0.0,119,1,0.472479
4098,0.0,0.3,0.4,0.2,0.1,0.0,120,1,0.47097700000000003
4098,0.0,0.1,0.7,0.0,0.0,0.2,121,1,0.5412680000000001
4098,0.0,0.1,0.1,0.1,0.0,0.7,122,1,0.552145
4098,0.5,0.1,0.1,0.3,0.0,0.0,123,1,0.490778
4098,0.0,0.2,0.3,0.5,0.0,0.0,124,1,0.448887
4098,0.5,0.2,0.3,0.0,0.0,0.0,125,1,0.498116
4098,0.4,0.1,0.0,0.0,0.3,0.2,126,1,0.436788
4098,0.1,0.2,0.2,0.5,0.0,0.0,127,1,0.468876
4098,0.5,0.1,0.1,0.0,0.0,0.3,128,1,0.531017
4098,0.4,0.0,0.0,0.0,0.6,0.0,130,1,0.432906
4098,0.1,0.0,0.0,0.4,0.3,0.2,131,1,0.397848
4098,0.2,0.0,0.0,0.3,0.0,0.5,132,1,0.41139
4098,0.3,0.1,0.2,0.0,0.0,0.4,133,1,0.517985
4098,0.6,0.1,0.1,0.0,0.2,0.0,134,1,0.476009
4098,0.4,0.1,0.2,0.0,0.3,0.0,135,1,0.45619899999999997
4098,0.5,0.0,0.1,0.3,0.0,0.1,136,1,0.483864
4098,0.3,0.1,0.4,0.0,0.0,0.2,137,1,0.515764
4098,0.1,0.0,0.4,0.0,0.2,0.3,138,1,0.486971
4098,0.1,0.5,0.3,0.1,0.0,0.0,139,1,0.480199
4098,0.0,0.1,0.0,0.5,0.2,0.2,140,1,0.42950900000000003
4098,0.2,0.0,0.5,0.2,0.1,0.0,141,1,0.463384
4098,0.1,0.0,0.5,0.0,0.3,0.1,142,1,0.471526
4098,0.5,0.0,0.0,0.0,0.4,0.1,143,1,0.44419200000000003
4098,0.0,0.6,0.3,0.0,0.0,0.1,144,1,0.540816
4098,0.0,0.4,0.5,0.0,0.1,0.0,145,1,0.496604
4098,0.0,0.5,0.1,0.4,0.0,0.0,146,1,0.479072
4098,0.2,0.0,0.0,0.4,0.0,0.4,147,1,0.440171
4098,0.0,0.0,0.8,0.2,0.0,0.0,148,1,0.46161
4098,0.0,0.0,0.2,0.0,0.8,0.0,149,1,0.46090600000000004
4098,0.2,0.0,0.0,0.0,0.8,0.0,150,1,0.445774
4098,0.2,0.0,0.2,0.2,0.4,0.0,151,1,0.42274799999999996
4098,0.0,0.6,0.0,0.0,0.2,0.2,152,1,0.491079
4098,0.8,0.0,0.0,0.0,0.0,0.2,153,1,0.51722
4098,0.0,0.4,0.0,0.2,0.2,0.2,154,1,0.49472700000000003
4098,0.2,0.0,0.0,0.0,0.0,0.8,155,1,0.545829
4098,0.0,0.4,0.2,0.0,0.2,0.2,156,1,0.498167
4098,0.0,0.2,0.0,0.6,0.0,0.2,157,1,0.48584799999999995
4098,0.0,0.0,0.6,0.2,0.0,0.2,158,1,0.479691
4098,0.2,0.2,0.2,0.4,0.0,0.0,159,1,0.482055
4098,0.2,0.2,0.0,0.0,0.2,0.4,160,1,0.497774
4098,0.0,0.2,0.0,0.2,0.2,0.4,161,1,0.490688
4098,0.8,0.2,0.0,0.0,0.0,0.0,162,1,0.5443520000000001
4098,0.2,0.0,0.6,0.0,0.2,0.0,163,1,0.46889
4098,0.0,0.2,0.0,0.0,0.8,0.0,164,1,0.483072
4098,0.2,0.4,0.2,0.0,0.2,0.0,165,1,0.48205200000000004
4098,0.2,0.4,0.2,0.2,0.0,0.0,166,1,0.5404720000000001
4098,0.6,0.0,0.2,0.0,0.0,0.2,167,1,0.5052439999999999
4098,0.2,0.0,0.2,0.0,0.0,0.6,168,1,0.496011
4098,0.0,0.0,0.2,0.0,0.2,0.6,169,1,0.46045600000000003
4098,0.4,0.2,0.0,0.2,0.0,0.2,170,1,0.508366
4098,0.2,0.2,0.0,0.2,0.0,0.4,171,1,0.50921
4098,0.2,0.2,0.0,0.4,0.2,0.0,172,1,0.429666
4098,0.0,0.0,0.0,1.0,0.0,0.0,173,1,0.46525
4098,0.5,0.3,0.1,0.1,0.0,0.0,174,1,0.541376
4098,0.3,0.2,0.0,0.0,0.2,0.3,175,1,0.49256000000000005
4098,0.0,0.0,0.5,0.4,0.0,0.1,176,1,0.50272
4098,0.6,0.0,0.0,0.1,0.0,0.3,177,1,0.51155
4098,0.0,0.1,0.0,0.7,0.0,0.2,178,1,0.46168000000000003
4098,0.0,0.0,0.7,0.2,0.0,0.1,179,1,0.48266000000000003
4098,0.1,0.4,0.0,0.3,0.0,0.2,180,1,0.549325
4098,0.4,0.4,0.2,0.0,0.0,0.0,181,1,0.539929
4098,0.0,0.2,0.0,0.5,0.1,0.2,182,1,0.46659300000000004
4098,0.3,0.4,0.0,0.0,0.2,0.1,183,1,0.48084
4098,0.0,0.0,0.1,0.4,0.0,0.5,184,1,0.481674
4098,0.4,0.4,0.0,0.0,0.2,0.0,185,1,0.5079020000000001
4098,0.4,0.0,0.5,0.0,0.0,0.1,186,1,0.509675
4098,0.2,0.0,0.3,0.0,0.3,0.2,187,1,0.46858599999999995
4098,0.1,0.0,0.5,0.3,0.1,0.0,188,1,0.429699
4098,0.0,0.1,0.1,0.3,0.0,0.5,189,1,0.501816
4098,0.1,0.0,0.3,0.0,0.5,0.1,190,1,0.458345
4098,0.2,0.0,0.3,0.3,0.2,0.0,191,1,0.40416799999999997
4098,0.5,0.1,0.3,0.0,0.0,0.1,192,1,0.584741
4098,0.6,0.0,0.3,0.1,0.0,0.0,194,1,0.504991
4098,0.0,0.0,0.0,0.0,0.3,0.7,195,1,0.43132299999999996
4098,0.1,0.0,0.0,0.5,0.4,0.0,196,1,0.411855
4098,0.0,0.0,0.6,0.1,0.2,0.1,197,1,0.459725
4098,0.2,0.0,0.2,0.5,0.0,0.1,198,1,0.431435
4098,0.1,0.1,0.0,0.0,0.5,0.3,199,1,0.47452700000000003
4098,0.1,0.0,0.0,0.2,0.1,0.6,200,1,0.434651
4098,0.0,0.1,0.4,0.1,0.4,0.0,201,1,0.46103599999999995
4098,0.1,0.1,0.0,0.2,0.6,0.0,202,1,0.422414
4098,0.3,0.0,0.0,0.1,0.4,0.2,203,1,0.41749200000000003
4098,0.1,0.3,0.4,0.0,0.0,0.2,204,1,0.5164
4098,0.0,0.0,0.9,0.0,0.0,0.1,205,1,0.45541800000000005
4098,0.1,0.1,0.0,0.0,0.6,0.2,206,1,0.477674
4098,0.0,0.3,0.3,0.3,0.0,0.1,207,1,0.500775
4098,0.0,0.4,0.3,0.1,0.2,0.0,208,1,0.47597700000000004
4098,0.0,0.3,0.0,0.0,0.2,0.5,209,1,0.48916400000000004
4098,0.2,0.0,0.1,0.0,0.3,0.4,210,1,0.466242
4098,0.0,0.2,0.1,0.3,0.0,0.4,211,1,0.487403
4098,0.0,0.0,0.0,0.0,1.0,0.0,212,1,0.44122
4098,0.6,0.0,0.0,0.2,0.2,0.0,213,1,0.44379799999999997
4098,0.0,0.0,0.0,0.0,0.0,1.0,214,1,0.483108
4098,0.2,0.2,0.2,0.0,0.4,0.0,215,1,0.432795
4098,0.0,0.0,0.2,0.6,0.2,0.0,216,1,0.42646999999999996
4098,0.6,0.0,0.2,0.0,0.2,0.0,217,1,0.47024799999999994
4098,0.0,0.8,0.2,0.0,0.0,0.0,218,1,0.550864
4098,0.2,0.4,0.0,0.2,0.0,0.2,219,1,0.590234
4098,0.0,0.6,0.2,0.0,0.0,0.2,220,1,0.589329
4098,0.0,0.8,0.0,0.0,0.2,0.0,221,1,0.518015
4098,0.0,0.0,0.2,0.2,0.2,0.4,222,1,0.456837
4098,0.2,0.0,0.0,0.6,0.0,0.2,223,1,0.438775
4098,0.2,0.0,0.6,0.2,0.0,0.0,224,1,0.473674
4098,0.0,0.2,0.4,0.2,0.2,0.0,225,1,0.463988
4098,0.2,0.2,0.4,0.2,0.0,0.0,226,1,0.487859
4098,0.0,0.0,0.0,0.6,0.2,0.2,227,1,0.414311
4098,0.6,0.2,0.2,0.0,0.0,0.0,228,1,0.505872
4098,0.2,0.0,0.2,0.0,0.6,0.0,229,1,0.451341
4098,0.0,0.6,0.2,0.2,0.0,0.0,230,1,0.49491899999999994
4098,0.0,0.0,0.2,0.2,0.6,0.0,231,1,0.44131400000000004
4098,0.0,0.4,0.2,0.2,0.2,0.0,232,1,0.442608
4098,0.0,0.2,0.0,0.0,0.2,0.6,233,1,0.48763100000000004
4098,0.2,0.2,0.0,0.4,0.0,0.2,234,1,0.517054
4098,0.0,0.2,0.6,0.2,0.0,0.0,235,1,0.47931599999999996
4098,0.2,0.0,0.0,0.6,0.2,0.0,236,1,0.40120100000000003
4098,0.0,0.0,1.0,0.0,0.0,0.0,237,1,0.44975600000000004
4098,0.0,0.0,0.1,0.1,0.1,0.7,238,1,0.45688999999999996
4098,0.1,0.0,0.0,0.0,0.9,0.0,239,1,0.44965600000000006
4098,0.2,0.3,0.0,0.4,0.1,0.0,240,1,0.482811
4098,0.0,0.2,0.4,0.3,0.0,0.1,241,1,0.504466
4098,0.0,0.6,0.2,0.1,0.1,0.0,242,1,0.5081979999999999
4098,0.7,0.1,0.0,0.2,0.0,0.0,243,1,0.545474
4098,0.3,0.3,0.0,0.2,0.0,0.2,244,1,0.510441
4098,0.5,0.0,0.0,0.3,0.2,0.0,245,1,0.43511700000000003
4098,0.4,0.1,0.4,0.0,0.1,0.0,246,1,0.480339
4098,0.0,0.0,0.5,0.1,0.2,0.2,247,1,0.46895
4098,0.2,0.1,0.4,0.0,0.3,0.0,248,1,0.447495
4098,0.0,0.0,0.3,0.6,0.0,0.1,249,1,0.453842
4098,0.2,0.3,0.2,0.0,0.3,0.0,250,1,0.45588500000000004
4098,0.1,0.2,0.5,0.0,0.0,0.2,251,1,0.5441
4098,0.3,0.0,0.4,0.0,0.0,0.3,252,1,0.513406
4098,0.0,0.0,0.1,0.2,0.5,0.2,253,1,0.44573599999999997
4098,0.3,0.2,0.0,0.0,0.5,0.0,254,1,0.442513
4098,0.4,0.0,0.5,0.0,0.1,0.0,255,1,0.45677
4098,0.0,0.0,0.0,0.7,0.2,0.1,256,1,0.407815
4098,0.8,0.1,0.1,0.0,0.0,0.0,258,1,0.542848
4098,0.0,0.1,0.8,0.0,0.1,0.0,259,1,0.47095299999999995
4098,0.2,0.0,0.1,0.4,0.0,0.3,260,1,0.449292
4098,0.4,0.4,0.0,0.0,0.0,0.2,261,1,0.513072
4098,0.0,0.1,0.0,0.6,0.1,0.2,262,1,0.429422
4098,0.0,0.5,0.1,0.0,0.0,0.4,263,1,0.501744
4098,0.1,0.0,0.0,0.3,0.0,0.6,264,1,0.455794
4098,0.1,0.5,0.2,0.2,0.0,0.0,265,1,0.508156
4098,0.1,0.0,0.2,0.6,0.0,0.1,266,1,0.4315
4098,0.0,0.1,0.1,0.0,0.2,0.6,267,1,0.469895
4098,0.1,0.5,0.0,0.2,0.0,0.2,268,1,0.529482
4098,0.1,0.0,0.1,0.0,0.3,0.5,269,1,0.456
4098,0.0,0.2,0.7,0.1,0.0,0.0,270,1,0.50938
4098,0.7,0.0,0.3,0.0,0.0,0.0,271,1,0.547974
4098,0.2,0.4,0.0,0.1,0.0,0.3,272,1,0.55601
4098,0.7,0.0,0.0,0.1,0.0,0.2,273,1,0.5180100000000001
4098,0.1,0.6,0.1,0.0,0.2,0.0,274,1,0.47305
4098,0.2,0.0,0.0,0.5,0.0,0.3,275,1,0.43838299999999997
4098,0.0,0.0,0.6,0.0,0.2,0.2,276,1,0.45156199999999996
4098,0.0,0.2,0.0,0.4,0.2,0.2,277,1,0.425308
4098,0.0,0.0,0.0,0.8,0.2,0.0,278,1,0.42705600000000005
4098,0.0,0.2,0.2,0.4,0.2,0.0,279,1,0.406477
4098,0.2,0.0,0.0,0.2,0.2,0.4,280,1,0.428345
4098,0.2,0.0,0.2,0.0,0.4,0.2,281,1,0.464697
4098,0.2,0.0,0.2,0.4,0.0,0.2,282,1,0.466091
4098,0.0,0.2,0.2,0.4,0.0,0.2,283,1,0.498503
4098,0.0,0.8,0.0,0.2,0.0,0.0,284,1,0.58006
4098,0.2,0.2,0.0,0.0,0.0,0.6,285,1,0.589063
4098,0.2,0.0,0.0,0.4,0.2,0.2,286,1,0.404698
4098,0.0,0.0,0.2,0.2,0.0,0.6,287,1,0.44972399999999996
4098,0.6,0.2,0.0,0.0,0.2,0.0,288,1,0.471458
4098,0.0,0.0,0.0,0.0,0.2,0.8,289,1,0.458794
4098,0.2,0.6,0.2,0.0,0.0,0.0,290,1,0.509903
4098,0.2,0.2,0.6,0.0,0.0,0.0,291,1,0.522104
4098,0.0,0.0,0.8,0.0,0.0,0.2,292,1,0.486104
4098,0.0,0.2,0.6,0.0,0.0,0.2,293,1,0.490221
4098,0.0,0.0,0.0,0.2,0.2,0.6,294,1,0.444916
4098,0.0,0.2,0.8,0.0,0.0,0.0,295,1,0.47061800000000004
4098,0.0,0.0,0.2,0.0,0.6,0.2,296,1,0.456754
4098,0.0,1.0,0.0,0.0,0.0,0.0,297,1,0.5205770000000001
4098,0.2,0.0,0.2,0.0,0.2,0.4,298,1,0.488125
4098,0.0,0.2,0.0,0.0,0.0,0.8,299,1,0.521667
4098,0.2,0.0,0.0,0.2,0.0,0.6,300,1,0.47995200000000005
4098,0.2,0.2,0.0,0.2,0.4,0.0,301,1,0.41790200000000005
4098,0.0,0.3,0.2,0.2,0.0,0.3,302,1,0.487858
4098,0.5,0.0,0.3,0.0,0.1,0.1,303,1,0.479728
4098,0.1,0.4,0.0,0.1,0.4,0.0,304,1,0.46054700000000004
4098,0.1,0.1,0.3,0.0,0.0,0.5,305,1,0.5039819999999999
4098,0.2,0.0,0.3,0.2,0.3,0.0,306,1,0.43277200000000005
4098,0.0,0.1,0.0,0.2,0.7,0.0,307,1,0.442338
4098,0.3,0.0,0.5,0.0,0.1,0.1,308,1,0.493857
4098,0.3,0.0,0.1,0.0,0.1,0.5,309,1,0.46841400000000005
4098,0.2,0.0,0.7,0.0,0.1,0.0,310,1,0.490537
4098,0.1,0.0,0.7,0.1,0.1,0.0,311,1,0.46611899999999995
4098,0.0,0.1,0.1,0.0,0.8,0.0,312,1,0.458025
4098,0.0,0.0,0.4,0.2,0.1,0.3,313,1,0.46903
4098,0.0,0.0,0.0,0.4,0.3,0.3,314,1,0.433792
4098,0.0,0.0,0.2,0.4,0.0,0.4,315,1,0.47535
4098,0.8,0.0,0.1,0.0,0.0,0.1,316,1,0.556048
4098,0.7,0.2,0.0,0.1,0.0,0.0,317,1,0.513606
4098,0.3,0.0,0.1,0.6,0.0,0.0,318,1,0.436616
4098,0.0,0.1,0.2,0.0,0.6,0.1,319,1,0.465229
4098,0.2,0.1,0.0,0.0,0.2,0.5,320,1,0.445062
4098,0.0,0.4,0.1,0.5,0.0,0.0,322,1,0.47488500000000006
4098,0.3,0.2,0.1,0.0,0.4,0.0,323,1,0.45883100000000004
4098,0.5,0.2,0.0,0.0,0.0,0.3,324,1,0.655528
4098,0.4,0.4,0.0,0.2,0.0,0.0,325,1,0.605915
4098,0.0,0.4,0.3,0.0,0.0,0.3,326,1,0.489469
4098,0.5,0.0,0.1,0.1,0.3,0.0,327,1,0.422145
4098,0.4,0.1,0.4,0.0,0.0,0.1,328,1,0.493623
4098,0.2,0.0,0.3,0.4,0.0,0.1,329,1,0.42919799999999997
4098,0.0,0.0,0.7,0.1,0.0,0.2,330,1,0.467941
4098,0.1,0.0,0.1,0.7,0.0,0.1,331,1,0.43862799999999996
4098,0.4,0.5,0.0,0.0,0.1,0.0,332,1,0.504225
4098,0.0,0.0,0.0,0.1,0.8,0.1,333,1,0.454251
4098,0.0,0.5,0.0,0.2,0.2,0.1,334,1,0.469632
4098,0.0,0.1,0.0,0.6,0.2,0.1,335,1,0.40492
4098,0.2,0.0,0.2,0.5,0.1,0.0,336,1,0.40236
4098,0.0,0.2,0.1,0.2,0.0,0.5,337,1,0.515267
4098,0.0,0.1,0.0,0.5,0.0,0.4,338,1,0.48910600000000004
4098,0.0,0.2,0.0,0.1,0.3,0.4,339,1,0.460111
4098,0.2,0.0,0.2,0.4,0.2,0.0,340,1,0.394764
4098,0.0,0.4,0.2,0.2,0.0,0.2,341,1,0.480642
4098,0.2,0.0,0.0,0.2,0.6,0.0,342,1,0.41466400000000003
4098,0.0,0.2,0.0,0.2,0.6,0.0,343,1,0.43714200000000003
4098,0.0,0.0,0.0,0.0,0.8,0.2,344,1,0.455611
4098,0.2,0.2,0.4,0.0,0.0,0.2,345,1,0.507989
4098,0.0,0.2,0.6,0.0,0.2,0.0,346,1,0.47713900000000004
4098,0.2,0.0,0.4,0.0,0.2,0.2,347,1,0.484966
4098,0.2,0.2,0.0,0.0,0.6,0.0,348,1,0.46285
4098,0.0,0.8,0.0,0.0,0.0,0.2,349,1,0.577136
4098,0.2,0.0,0.8,0.0,0.0,0.0,350,1,0.47763900000000004
4098,0.0,0.2,0.2,0.0,0.4,0.2,351,1,0.485045
4098,0.2,0.6,0.0,0.0,0.0,0.2,352,1,0.532469
4098,0.0,0.2,0.4,0.2,0.0,0.2,353,1,0.47204399999999996
4098,0.6,0.0,0.0,0.0,0.2,0.2,354,1,0.46658599999999995
4098,0.4,0.2,0.2,0.0,0.0,0.2,355,1,0.5233979999999999
4098,0.6,0.0,0.0,0.2,0.0,0.2,356,1,0.48962
4098,0.2,0.0,0.0,0.0,0.2,0.6,357,1,0.458578
4098,0.0,0.0,0.2,0.0,0.0,0.8,358,1,0.5092949999999999
4098,0.6,0.0,0.2,0.2,0.0,0.0,359,1,0.483362
4098,0.0,0.2,0.0,0.2,0.4,0.2,360,1,0.44722799999999996
4098,0.0,0.6,0.0,0.2,0.0,0.2,361,1,0.521591
4098,0.0,0.6,0.2,0.0,0.2,0.0,362,1,0.47940299999999997
4098,0.2,0.0,0.4,0.2,0.2,0.0,363,1,0.460088
4098,0.2,0.0,0.4,0.2,0.0,0.2,364,1,0.50759
4098,0.2,0.0,0.6,0.0,0.0,0.2,365,1,0.482562
4098,0.5,0.0,0.0,0.2,0.2,0.1,366,1,0.435802
4098,0.0,0.1,0.3,0.0,0.6,0.0,367,1,0.45864399999999994
4098,0.0,0.0,0.0,0.8,0.1,0.1,368,1,0.409326
4098,0.1,0.0,0.6,0.0,0.2,0.1,369,1,0.47975
4098,0.0,0.0,0.6,0.3,0.0,0.1,370,1,0.469158
4098,0.3,0.0,0.2,0.4,0.0,0.1,371,1,0.437087
4098,0.1,0.0,0.3,0.0,0.2,0.4,372,1,0.487145
4098,0.1,0.4,0.3,0.2,0.0,0.0,373,1,0.5426989999999999
4098,0.3,0.0,0.5,0.0,0.0,0.2,374,1,0.552431
4098,0.1,0.0,0.7,0.0,0.0,0.2,375,1,0.542076
4098,0.0,0.1,0.2,0.2,0.0,0.5,376,1,0.5136149999999999
4098,0.2,0.1,0.3,0.0,0.0,0.4,377,1,0.5567529999999999
4098,0.2,0.3,0.0,0.0,0.1,0.4,378,1,0.472242
